id;icon;name;category;date;amount;type;card;created_at;updated_at;bank_account_id;total_installments;installment_number;installment_group_id
2e211044-e566-4c16-941a-26f90bab9ac0;📶;Internet Vivo Fibra;Moradia > Internet/Telefone;07 abr;119.90;expense;;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
a1900f1f-7d99-4e08-963f-e300ca2337fd;💊;Drogaria São Paulo;Saúde > Farmácia;04 abr;87.40;expense;;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;5a520588-7df8-45fc-903e-19f884c8d154;1;1;
2c67c931-cd60-4434-837f-9bc0eb73cf14;🩺;Consulta Cardiologista;Saúde > Consulta Médica;11 abr;350;expense;Nubank;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;;1;1;
4237e612-b3e7-4a00-bbe3-3a7155c3731c;🏥;Plano Unimed;Saúde > Plano de Saúde;05 abr;489;expense;;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
27eb962b-c485-4976-8db3-9e2b3ef18bad;🎬;Cinema Cinemark;Lazer > Cinema/Teatro;07 abr;64;expense;Nubank;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;;1;1;
6e6a0fc7-935e-4ab5-852a-d662bdd6bdc6;🎮;Steam - Jogo;Lazer > Jogos;14 abr;89.90;expense;Nubank;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;;1;1;
9d7fbb90-c97e-4923-b2a9-82b65b915097;👕;Zara - Roupas;Compras > Roupas/Calçados;06 abr;389;expense;Nubank;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;;1;1;
4cc8c55d-c8f0-4c11-81db-fb0e597b88cf;📱;Amazon - Fone;Compras > Eletrônicos;12 abr;249.90;expense;Nubank;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;;1;1;
42e92944-3875-4dc2-bbe1-11b8012a1dc4;📺;Netflix;Assinaturas > Streaming;05 abr;55.90;expense;Nubank;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;;1;1;
2b9d7674-2c27-40d3-a0e5-1c162f70f0eb;📺;Spotify;Assinaturas > Streaming;05 abr;21.90;expense;Nubank;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;;1;1;
3b6b2012-d25d-4fe5-bd70-87bb9826a823;📱;iCloud 200GB;Assinaturas > Apps/Serviços;08 abr;11.90;expense;Nubank;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;;1;1;
623e8600-49e6-4d99-9360-2824ae92a1f5;🦴;Petshop - Ração;Pets > Ração/Petiscos;09 abr;187;expense;;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;5a520588-7df8-45fc-903e-19f884c8d154;1;1;
cc3515cb-2e65-4e7f-9430-801dd9b27f62;🏥;Veterinário - Vacina;Pets > Veterinário;13 abr;220;expense;;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;5a520588-7df8-45fc-903e-19f884c8d154;1;1;
b46094d6-3cc9-43be-8162-597126bd57e6;💼;Salário CLT;Receita > Salário;05 mar;6500;income;;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
150caa08-293c-4d66-a26c-b53a8e95954b;💻;Freelance Logo;Receita > Freelance;20 mar;1200;income;;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;5a520588-7df8-45fc-903e-19f884c8d154;1;1;
85cab439-df37-4b87-ab4b-098920b577fe;🛵;iFood;Alimentação > Delivery;15 mar;38.50;expense;Nubank;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;;1;1;
e326d9d2-fdd5-488b-bd9b-a0a3b27e1118;☕;Padaria;Alimentação > Padaria/Café;10 mar;45;expense;;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
1a41d6b8-6f6e-4041-95d3-a17bda507398;🚕;Uber;Transporte > Uber/99;12 mar;35;expense;Nubank;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;;1;1;
84f13006-99e7-494d-9586-601b4021cbba;⛽;Combustível;Transporte > Combustível;20 mar;280;expense;;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
666a6339-2210-4a1f-b165-62c0fb59f9b4;🏠;Aluguel;Moradia > Aluguel;05 mar;2200;expense;;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
ac3a89a0-c49c-4c27-a6e0-4c7b65eaef5f;🏢;Condomínio;Moradia > Condomínio;10 mar;580;expense;;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
19cf95d3-cb7f-46dc-9bca-0ad13689101f;⚡;Luz;Moradia > Energia;08 mar;198;expense;;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
502953d3-d0e8-4423-80f8-4334fb6dd805;📶;Internet;Moradia > Internet/Telefone;07 mar;119.90;expense;;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
3be883ae-2193-412d-938d-098994e7023e;✈️;Viagem Praia;Lazer > Viagem;15 mar;1850;expense;Nubank;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;;1;1;
484b7fce-9716-4d4c-94c9-ad86c63bf434;🍽️;Restaurante Aniversário;Alimentação > Restaurante;22 mar;320;expense;Nubank;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;;1;1;
b74c6cf1-1616-41e9-b6c5-c673a89cf7e1;📱;Magazine - Geladeira;Compras > Eletrônicos;18 mar;2400;expense;Nubank;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;;1;1;
b7d60cfe-3492-4597-ac95-f5005641b04a;📺;Netflix;Assinaturas > Streaming;05 mar;55.90;expense;Nubank;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;;1;1;
9fb1f0ab-2283-40ec-b7f7-82c8b8d967f9;📺;Spotify;Assinaturas > Streaming;05 mar;21.90;expense;Nubank;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;;1;1;
395efae6-872b-47b4-95e7-095ac5345b5b;💊;Farmácia;Saúde > Farmácia;14 mar;65;expense;;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;5a520588-7df8-45fc-903e-19f884c8d154;1;1;
7809cdf0-4d3d-46e0-80dd-75963c1fe594;🏥;Plano Unimed;Saúde > Plano de Saúde;05 mar;489;expense;;2026-04-16 18:56:12.259379+00;2026-04-16 18:56:12.259379+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
3b392870-f113-4111-867d-ebfe227b9a27;✈️;Viagem Praia;Lazer > Viagem;14 abr;2000;expense;Banco do brasil;2026-04-17 00:54:40.422281+00;2026-04-17 02:27:19.189086+00;;1;1;
c29921eb-799c-46c7-b054-2993a4b143ff;✈️;Viagem;Lazer > Viagem;16 abr;1500;expense;;2026-04-17 02:34:37.278525+00;2026-04-17 02:34:37.278525+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
618fec12-3572-47ab-bf69-cd72c810f8d9;✈️;Viagem;Lazer > Viagem;16 abr;2870;expense;Mercado Pago;2026-04-17 02:56:55.242652+00;2026-04-17 02:56:55.242652+00;;1;1;
86d6be70-284e-4017-aa32-bc3108b217f7;🛒;Mercado Extra;Alimentação > Supermercado;03 abr;380;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
58941ef1-cb09-4b12-8c1f-2ea112ac4baf;🍽️;Restaurante Outback;Alimentação > Restaurante;08 abr;220;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
4170fcf4-6b43-4de3-8aca-b3eb0b0ad6e6;🛵;iFood almoço;Alimentação > Delivery;11 abr;65;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
864cadc6-2141-4e76-8040-1cf3ca720dd6;☕;Padaria Real;Alimentação > Padaria/Café;14 abr;45;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
26bd7ed6-67e6-4a33-8f7e-9f17c902586b;🥩;Hortifruti São Paulo;Alimentação > Açougue/Hortifruti;15 abr;110;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;5a520588-7df8-45fc-903e-19f884c8d154;1;1;
bb69155e-41ce-4df3-905a-229dbf403530;🛵;iFood jantar;Alimentação > Delivery;16 abr;78;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
48db6a92-57e2-44a9-ad20-f53fbad6f710;☕;Cafeteria Suplicy;Alimentação > Padaria/Café;17 abr;32;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
96974e95-2cc5-4deb-a568-6b12f5f6b857;🍽️;Sushi Liberdade;Alimentação > Restaurante;17 abr;50;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
8e712378-1454-4d46-a0e1-c8ba751cff4f;⛽;Posto Shell;Transporte > Combustível;02 abr;280;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
ca02c7ac-8760-4ad1-8d5d-fd9c5fede14f;🚕;Uber para o trabalho;Transporte > Uber/99;05 abr;38;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
c8e65203-37e3-4749-8c35-6feb818a2874;🚕;99 corrida;Transporte > Uber/99;09 abr;25;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
bb564372-ca94-4e25-ac2f-9ce6272a16ee;🅿️;Estacionamento Shopping;Transporte > Estacionamento;12 abr;28;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
fb0221ea-0cb8-4c0e-b5ec-c18a4174bad9;🛣️;Pedágio CCR;Transporte > Pedágio;13 abr;19;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
8995fc10-45fd-4443-b11d-53084f3883cf;⛽;Posto Ipiranga;Transporte > Combustível;16 abr;150;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
e576c49e-6483-4177-b3fb-4e9f114bb4b0;🚕;Uber Eats viagem;Transporte > Uber/99;17 abr;40;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
7d310535-ce6a-4986-ac6d-5ae500c92a9f;🏠;Aluguel apartamento;Moradia > Aluguel;05 abr;1200;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
97c68439-c8e4-4378-ac2b-8b4f88c8b87a;🏢;Condomínio;Moradia > Condomínio;10 abr;380;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
73f5da88-f203-43f9-b10b-13f4fa7b3955;⚡;Conta de luz Enel;Moradia > Energia;12 abr;110;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;5a520588-7df8-45fc-903e-19f884c8d154;1;1;
5052416d-e53d-4a9a-82ee-baa57634a8bb;📶;Internet Vivo Fibra;Moradia > Internet/Telefone;15 abr;60;expense;;2026-04-17 13:41:55.292385+00;2026-04-17 13:41:55.292385+00;f191fcfd-8e8e-4424-99c6-26a4ac01c944;1;1;
